CircleName,Abbrev,LatLong
"Santa Rosa - Area de Conservacion Guanacaste, Costa Rica",CRSR,10.8713320000/-85.6905160000

CountYear3,LowTemp,HighTemp,AMCloud,PMClouds,AMRain,PMRain,AMSnow,PMSnow
119,20.0 Celsius,29.0 Celsius,Clear,Clear,None,None,None,None
118,20.0 Celsius,27.0 Celsius,Partly Clear,Partly Clear,Light,Light,,
117,20.0 Celsius,26.0 Celsius,Partly Cloudy,Partly Cloudy,Light,Light,,
116,25.0 Celsius,30.0 Celsius,Clear,Clear,None,None,None,None
115,73.0 Fahrenheit,88.0 Fahrenheit,Clear,Clear,None,None,None,None
114,22.0 Celsius,31.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,None
113,25.0 Celsius,30.0 Celsius,Cloudy,Cloudy,Light,None,None,None
112,25.0 Celsius,28.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,None
111,75.0 Celsius,88.0 Celsius,Clear,Clear,None,None,None,None

CountYear5,LowTemp3,HighTemp2,AMCloud2,PMClouds2
"Barn Swallow
[Hirundo rustica]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",29,0.3204,
"House Wren
[Troglodytes aedon]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"House Wren
[Troglodytes aedon]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"House Wren
[Troglodytes aedon]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"House Wren
[Troglodytes aedon]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"House Wren
[Troglodytes aedon]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",1,0.0161,
"House Wren
[Troglodytes aedon]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",1,0.0110,
"House Wren
[Troglodytes aedon]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"House Wren
[Troglodytes aedon]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"House Wren
[Troglodytes aedon]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"House Wren (Southern)
[Troglodytes aedon [musculus Group]]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"House Wren (Southern)
[Troglodytes aedon [musculus Group]]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",1,0.0102,
"House Wren (Southern)
[Troglodytes aedon [musculus Group]]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"House Wren (Southern)
[Troglodytes aedon [musculus Group]]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"House Wren (Southern)
[Troglodytes aedon [musculus Group]]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"House Wren (Southern)
[Troglodytes aedon [musculus Group]]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"House Wren (Southern)
[Troglodytes aedon [musculus Group]]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"House Wren (Southern)
[Troglodytes aedon [musculus Group]]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"House Wren (Southern)
[Troglodytes aedon [musculus Group]]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Rufous-naped Wren
[Campylorhynchus rufinucha]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",53,0.7626,
"Rufous-naped Wren
[Campylorhynchus rufinucha]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",36,0.3672,
"Rufous-naped Wren
[Campylorhynchus rufinucha]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",49,0.4987,
"Rufous-naped Wren
[Campylorhynchus rufinucha]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",37,0.2930,
"Rufous-naped Wren
[Campylorhynchus rufinucha]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",39,0.6265,
"Rufous-naped Wren
[Campylorhynchus rufinucha]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",41,0.4505,
"Rufous-naped Wren
[Campylorhynchus rufinucha]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",39,0.4295,
"Rufous-naped Wren
[Campylorhynchus rufinucha]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",80,0.8889,
"Rufous-naped Wren
[Campylorhynchus rufinucha]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",62,0.6851,
"Banded Wren
[Thryophilus pleurostictus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",26,0.3741,
"Banded Wren
[Thryophilus pleurostictus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",18,0.1836,
"Banded Wren
[Thryophilus pleurostictus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",32,0.3257,
"Banded Wren
[Thryophilus pleurostictus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",38,0.3009,
"Banded Wren
[Thryophilus pleurostictus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",12,0.1928,
"Banded Wren
[Thryophilus pleurostictus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",14,0.1538,
"Banded Wren
[Thryophilus pleurostictus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",9,0.0991,
"Banded Wren
[Thryophilus pleurostictus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",46,0.5111,
"Banded Wren
[Thryophilus pleurostictus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",65,0.7182,
"Rufous-and-white Wren
[Thryophilus rufalbus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Rufous-and-white Wren
[Thryophilus rufalbus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",7,0.0714,
"Rufous-and-white Wren
[Thryophilus rufalbus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",3,0.0305,
"Rufous-and-white Wren
[Thryophilus rufalbus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",6,0.0475,
"Rufous-and-white Wren
[Thryophilus rufalbus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",2,0.0321,
"Rufous-and-white Wren
[Thryophilus rufalbus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Rufous-and-white Wren
[Thryophilus rufalbus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",3,0.0330,
"Rufous-and-white Wren
[Thryophilus rufalbus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",5,0.0556,
"Rufous-and-white Wren
[Thryophilus rufalbus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",1,0.0110,
"Plain Wren
[Cantorchilus modestus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",3,0.0432,
"Plain Wren
[Cantorchilus modestus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",13,0.1326,
"Plain Wren
[Cantorchilus modestus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",8,0.0814,
"Plain Wren
[Cantorchilus modestus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",12,0.0950,
"Plain Wren
[Cantorchilus modestus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",7,0.1124,
"Plain Wren
[Cantorchilus modestus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",12,0.1319,
"Plain Wren
[Cantorchilus modestus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",9,0.0991,
"Plain Wren
[Cantorchilus modestus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",10,0.1111,
"Plain Wren
[Cantorchilus modestus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",5,0.0552,
"Long-billed Gnatwren
[Ramphocaenus melanurus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",1,0.0144,
"Long-billed Gnatwren
[Ramphocaenus melanurus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",6,0.0612,
"Long-billed Gnatwren
[Ramphocaenus melanurus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",6,0.0611,
"Long-billed Gnatwren
[Ramphocaenus melanurus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",11,0.0871,
"Long-billed Gnatwren
[Ramphocaenus melanurus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",1,0.0161,
"Long-billed Gnatwren
[Ramphocaenus melanurus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",10,0.1099,
"Long-billed Gnatwren
[Ramphocaenus melanurus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",6,0.0661,
"Long-billed Gnatwren
[Ramphocaenus melanurus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",7,0.0778,
"Long-billed Gnatwren
[Ramphocaenus melanurus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",3,0.0331,
"White-lored Gnatcatcher
[Polioptila albiloris]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",47,0.6763,
"White-lored Gnatcatcher
[Polioptila albiloris]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",40,0.4080,
"White-lored Gnatcatcher
[Polioptila albiloris]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",87,0.8855,
"White-lored Gnatcatcher
[Polioptila albiloris]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",50,0.3959,
"White-lored Gnatcatcher
[Polioptila albiloris]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",63,1.0120,
"White-lored Gnatcatcher
[Polioptila albiloris]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",40,0.4396,
"White-lored Gnatcatcher
[Polioptila albiloris]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",32,0.3524,
"White-lored Gnatcatcher
[Polioptila albiloris]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",68,0.7556,
"White-lored Gnatcatcher
[Polioptila albiloris]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",44,0.4862,
"Tropical Gnatcatcher
[Polioptila plumbea]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",2,0.0288,
"Tropical Gnatcatcher
[Polioptila plumbea]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",4,0.0408,
"Tropical Gnatcatcher
[Polioptila plumbea]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",7,0.0712,
"Tropical Gnatcatcher
[Polioptila plumbea]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",44,0.3484,
"Tropical Gnatcatcher
[Polioptila plumbea]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",44,0.7068,
"Tropical Gnatcatcher
[Polioptila plumbea]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",17,0.1868,
"Tropical Gnatcatcher
[Polioptila plumbea]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",16,0.1762,
"Tropical Gnatcatcher
[Polioptila plumbea]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Tropical Gnatcatcher
[Polioptila plumbea]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",43,0.4751,
"Orange-billed Nightingale-Thrush
[Catharus aurantiirostris]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Orange-billed Nightingale-Thrush
[Catharus aurantiirostris]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Orange-billed Nightingale-Thrush
[Catharus aurantiirostris]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Orange-billed Nightingale-Thrush
[Catharus aurantiirostris]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Orange-billed Nightingale-Thrush
[Catharus aurantiirostris]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",2,0.0321,
"Orange-billed Nightingale-Thrush
[Catharus aurantiirostris]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Orange-billed Nightingale-Thrush
[Catharus aurantiirostris]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Orange-billed Nightingale-Thrush
[Catharus aurantiirostris]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",36,0.4000,
"Orange-billed Nightingale-Thrush
[Catharus aurantiirostris]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Swainson's Thrush
[Catharus ustulatus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",3,0.0432,
"Swainson's Thrush
[Catharus ustulatus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Swainson's Thrush
[Catharus ustulatus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",2,0.0204,
"Swainson's Thrush
[Catharus ustulatus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",1,0.0079,
"Swainson's Thrush
[Catharus ustulatus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Swainson's Thrush
[Catharus ustulatus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",6,0.0659,
"Swainson's Thrush
[Catharus ustulatus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",3,0.0330,
"Swainson's Thrush
[Catharus ustulatus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",5,0.0556,
"Swainson's Thrush
[Catharus ustulatus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",5,0.0552,
"Wood Thrush
[Hylocichla mustelina]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",1,0.0144,
"Wood Thrush
[Hylocichla mustelina]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",1,0.0102,
"Wood Thrush
[Hylocichla mustelina]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",1,0.0102,
"Wood Thrush
[Hylocichla mustelina]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",1,0.0079,
"Wood Thrush
[Hylocichla mustelina]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",2,0.0321,
"Wood Thrush
[Hylocichla mustelina]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",4,0.0440,
"Wood Thrush
[Hylocichla mustelina]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",3,0.0330,
"Wood Thrush
[Hylocichla mustelina]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",2,0.0222,
"Wood Thrush
[Hylocichla mustelina]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",2,0.0221,
"Clay-colored Thrush
[Turdus grayi]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",1,0.0144,
"Clay-colored Thrush
[Turdus grayi]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Clay-colored Thrush
[Turdus grayi]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",9,0.0916,
"Clay-colored Thrush
[Turdus grayi]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",12,0.0950,
"Clay-colored Thrush
[Turdus grayi]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",7,0.1124,
"Clay-colored Thrush
[Turdus grayi]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",7,0.0769,
"Clay-colored Thrush
[Turdus grayi]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",3,0.0330,
"Clay-colored Thrush
[Turdus grayi]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",6,0.0667,
"Clay-colored Thrush
[Turdus grayi]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",12,0.1326,
"Ovenbird
[Seiurus aurocapilla]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Ovenbird
[Seiurus aurocapilla]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Ovenbird
[Seiurus aurocapilla]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",1,0.0102,
"Ovenbird
[Seiurus aurocapilla]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Ovenbird
[Seiurus aurocapilla]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",1,0.0161,
"Ovenbird
[Seiurus aurocapilla]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",1,0.0110,
"Ovenbird
[Seiurus aurocapilla]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Ovenbird
[Seiurus aurocapilla]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Ovenbird
[Seiurus aurocapilla]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",2,0.0221,
"Worm-eating Warbler
[Helmitheros vermivorum]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Worm-eating Warbler
[Helmitheros vermivorum]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Worm-eating Warbler
[Helmitheros vermivorum]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Worm-eating Warbler
[Helmitheros vermivorum]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",1,0.0079,
"Worm-eating Warbler
[Helmitheros vermivorum]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Worm-eating Warbler
[Helmitheros vermivorum]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",1,0.0110,
"Worm-eating Warbler
[Helmitheros vermivorum]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Worm-eating Warbler
[Helmitheros vermivorum]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",1,0.0111,
"Worm-eating Warbler
[Helmitheros vermivorum]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",1,0.0110,
"Northern Waterthrush
[Parkesia noveboracensis]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",15,0.2158,
"Northern Waterthrush
[Parkesia noveboracensis]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",12,0.1224,
"Northern Waterthrush
[Parkesia noveboracensis]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",17,0.1730,
"Northern Waterthrush
[Parkesia noveboracensis]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",17,0.1346,
"Northern Waterthrush
[Parkesia noveboracensis]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",10,0.1606,
"Northern Waterthrush
[Parkesia noveboracensis]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",6,0.0659,
"Northern Waterthrush
[Parkesia noveboracensis]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",6,0.0661,
"Northern Waterthrush
[Parkesia noveboracensis]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",22,0.2444,
"Northern Waterthrush
[Parkesia noveboracensis]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",16,0.1768,
"Golden-winged Warbler
[Vermivora chrysoptera]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",2,0.0288,
"Golden-winged Warbler
[Vermivora chrysoptera]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Golden-winged Warbler
[Vermivora chrysoptera]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Golden-winged Warbler
[Vermivora chrysoptera]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Golden-winged Warbler
[Vermivora chrysoptera]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Golden-winged Warbler
[Vermivora chrysoptera]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Golden-winged Warbler
[Vermivora chrysoptera]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Golden-winged Warbler
[Vermivora chrysoptera]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Golden-winged Warbler
[Vermivora chrysoptera]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Black-and-white Warbler
[Mniotilta varia]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",5,0.0719,
"Black-and-white Warbler
[Mniotilta varia]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",5,0.0510,
"Black-and-white Warbler
[Mniotilta varia]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",12,0.1221,
"Black-and-white Warbler
[Mniotilta varia]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",4,0.0317,
"Black-and-white Warbler
[Mniotilta varia]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",7,0.1124,
"Black-and-white Warbler
[Mniotilta varia]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",2,0.0220,
"Black-and-white Warbler
[Mniotilta varia]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",6,0.0661,
"Black-and-white Warbler
[Mniotilta varia]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",5,0.0556,
"Black-and-white Warbler
[Mniotilta varia]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",7,0.0773,
